,abstract,date,headline,id,lead_paragraph,section,source,url,word_count
74,Lawmakers and policy experts say a paid-leave program that passed the House would still discourage some virus-stricken workers from staying home.,2020-03-17,Congress Is Knitting a Coronavirus Safety Net. It Already Has Big Holes.,nyt://article/37d35e06-43a7-5a8b-839a-49445c30655e,"WASHINGTON — In an effort to slow the spread of coronavirus and limit its damage to the economy, congressional leaders and President Trump are stitching together a new safety net for workers who contract the coronavirus or lose their jobs because of it.",U.S.,The New York Times,https://www.nytimes.com/2020/03/17/us/politics/congress-coronavirus-economy.html,1144
47,Fears are growing about what happens if community transmission takes off in the crowded areas of the world’s second-most-populous nation.,2020-03-17,"India Scrambles to Escape a Coronavirus Crisis. So Far, It’s Working.",nyt://article/4aacc9ba-33aa-56b5-943a-38e1bb3b242c,"NEW DELHI — Over the weekend in Lucknow, one of India’s bigger cities, young people packed into pubs. Despite the Indian government scrambling to lock things down, few on the bar scene were taking the coronavirus very seriously.",World,The New York Times,https://www.nytimes.com/2020/03/17/world/asia/india-coronavirus.html,1237
71,"The delay in containment efforts could prove dangerous, particularly in nations where the health care system can’t handle a major outbreak.",2020-03-17,"Having Brushed Off Coronavirus Threat, Southeast Asia Begins to Confront It",nyt://article/e21b41b6-621f-5b01-9760-9ed510d46105,"BANGKOK — For months, many Southeast Asian countries played down the threat posed by the new coronavirus. Some officials said that prayer would keep the disease away. Others expressed optimism that the tropical heat would slow the spread of the virus.",World,The New York Times,https://www.nytimes.com/2020/03/17/world/asia/coronavirus-southeast-asia.html,1041
11,A psychologist offers tips tailored to age.,2020-03-18,How to Talk to Your Child About the Coronavirus,nyt://article/22d8f91e-6dd0-5dda-a6d0-b84151931553,"Not long after New York City schools closed down this week to help stop the spread of coronavirus, a colleague called to tell me about a troubling conversation she overheard on the street: A boy of about 8 asked his mother if he could have a play date with a friend. The mother responded, “OK, but I’ll only pencil it in. In case, you know, the world ends.”",Opinion,The New York Times,https://www.nytimes.com/2020/03/18/opinion/coronavirus-children.html,1022
76,"The pandemic has clarified the dark bargain of our internet-connected devices: We look to them to protect our bodies and soothe our nerves, and in return, we hand over our minds.",2020-03-18,The Unending Anxiety of Coronavirus Content,nyt://article/6e11676c-4616-5743-8f8b-227fd504cd9f,"This past weekend, as coronavirus radiated across the country and sent Americans scurrying into their homes, Rosanne Cash tweeted: “Just a reminder that when Shakespeare was quarantined because of the plague, he wrote King Lear.”",Arts,The New York Times,https://www.nytimes.com/2020/03/18/arts/viral-content-coronavirus.html,1283
17,"The pop music contest, which has brought high camp into European homes annually since 1956, says it will come back in 2021.",2020-03-18,Eurovision Song Contest Is Canceled Over Coronavirus Concerns,nyt://article/796b5aa0-66a2-5e65-adfc-a53e22fd8448,"LONDON — The Eurovision Song Contest — Europe’s longest-running, most popular and perhaps its campiest talent competition — has been canceled because of the coronavirus pandemic.",Arts,The New York Times,https://www.nytimes.com/2020/03/18/arts/music/eurovision-canceled-coronavirus.html,536
10,"The Times has compiled more than two dozen pieces of journalism in “Answers to Your Coronavirus Questions,” which is available to download for free.",2020-03-18,Free E-Book: Answers to Your Coronavirus Questions,nyt://article/51e1744d-fb20-5d21-a7b0-cac70c8e26d9,"Covid-19 cases continue to be confirmed. By following some basic steps, you can help reduce your risk and do your part to protect others.",Health,The New York Times,https://www.nytimes.com/article/free-e-book-answers-to-your-coronavirus-questions.html,181
75,Researchers calculated a 1.4 percent likelihood of dying in the city where the pandemic began. Earlier estimates ranged from 2 percent to 3.4 percent.,2020-03-19,"Coronavirus Death Rate in Wuhan Is Lower than Previously Thought, Study Finds",nyt://article/9bf1f3b0-26ed-5219-9e5c-9458488708c5,A new study reports that people who became sick from the coronavirus in the Chinese city where the outbreak began likely had a lower death rate than previously thought.,Health,The New York Times,https://www.nytimes.com/2020/03/19/health/wuhan-coronavirus-deaths.html,510
78,Americans returning from Italy and Spain say border control officials didn’t screen them or tell them to isolate themselves.,2020-03-19,They Fled Coronavirus in Europe. Border Agents Asked if They’d Visited China or Iran.,nyt://article/c8c02a27-f2e7-5812-9eb8-a8afd90d2747,"When Pam Mundus and a friend landed in Milan for a weeklong vacation on Feb. 23, uniformed airport workers in face masks, attempting to contain the spread of the new coronavirus, took their temperatures.",Health,The New York Times,https://www.nytimes.com/2020/03/19/health/coronavirus-travel-ban.html,1445
44,Payton was tested on Monday after experiencing symptoms the day before.,2020-03-19,Saints Coach Sean Payton Is N.F.L.’s First Known Coronavirus Case,nyt://article/0ec4eae2-990f-5580-b809-05e67d6eaed2,"New Orleans Saints Coach Sean Payton is the first known member of the N.F.L. community to test positive for the coronavirus. Payton told ESPN on Thursday that his symptoms started on Sunday — the day after he attended the Rebel Stakes, a thoroughbred horse race at Oaklawn Park in Hot Springs, Ark. He said he was tested on Monday and received the results on Thursday.",Sports,The New York Times,https://www.nytimes.com/2020/03/19/sports/football/sean-payton-coronavirus-saints.html,322
48,"The use of the existing drugs against the new virus is unproven, and some shortages have already been reported.",2020-03-19,"With Minimal Evidence, Trump Asks F.D.A. to Study Malaria Drugs for Coronavirus",nyt://article/89ccc695-dfe0-5098-8a9f-16d302ec282d,"President Trump on Thursday exaggerated the potential of drugs available to treat the new coronavirus, including an experimental antiviral treatment and decades-old malaria remedies that hint of promise but so far show limited evidence of healing the sick.",Health,The New York Times,https://www.nytimes.com/2020/03/19/health/coronavirus-drugs-chloroquine.html,1023
41,The matriarch of the large New Jersey family died Wednesday night without ever knowing that her two oldest children had died before her.,2020-03-19,"Coronavirus Ravages 7 Members of a Single Family, Killing 4",nyt://article/32785b9e-7d44-5dd0-b2ce-551cb5f000ae,"Grace Fusco — mother of 11, grandmother of 27 — would sit in the same pew at church each Sunday, surrounded by nearly a dozen members of her sprawling Italian-American family. Sunday dinners drew an even larger crowd to her home in central New Jersey.",New York,The New York Times,https://www.nytimes.com/2020/03/18/nyregion/new-jersey-family-coronavirus.html,1096
19,"The event was scheduled for May 12 through 23, but organizers said that could not happen. It might be shifted to June or July.",2020-03-19,Cannes Film Festival Postponed Over Coronavirus Concerns,nyt://article/591af2e0-96ba-5582-b8e3-30cd4e1d3787,"The Cannes Film Festival has been postponed to reduce the spread of the coronavirus. The event, one of the world’s most important film festivals, was meant to run May 12-23, but organizers said in a statement on Thursday that could not happen.",Movies,The New York Times,https://www.nytimes.com/2020/03/19/movies/cannes-film-festival-coronavirus.html,477
42,"Once the virus was here, his response shocked me.",2020-03-20,My Ex and I Fought About Everything. Then Came the Coronavirus.,nyt://article/2e5fb59b-cd38-5835-8b8f-4b4cb198ff7e,"Nearly two months ago, when the new coronavirus was upending life in China, I felt for those living through this nightmare. As the news became more and more dire, I began worrying about the virus making its way to the United States. I cycled through anxieties about illness and quarantine, but my biggest fear was how my soon-to-be-ex-husband and I would handle this.",Parenting,The New York Times,https://www.nytimes.com/2020/03/20/parenting/coronavirus-divorce-coparenting.html,1197
16,"Senate Republicans introduced a roughly $1 trillion economic stabilization plan that includes $1,200 payments to many taxpayers, tax cuts for large corporations and limits on paid leave.",2020-03-20,5 Takeaways From the Coronavirus Economic Relief Package,nyt://article/3ccbfd96-10da-5b59-9d30-95693fde2ad9,UPDATE: Read our 5 takeaways on the $2 trillion stimulus that was passed.,U.S.,The New York Times,https://www.nytimes.com/2020/03/19/us/politics/1200-dollar-stimulus-check-coronavirus.html,628
49,Compare the number of deaths and the rate of increase over time in the places the virus has hit hardest so far.,2020-03-21,Coronavirus Deaths by U.S. State and Country Over Time: Daily Tracker,nyt://interactive/ac617f90-cbd1-5f17-abe4-db5bb065dce3,Compare the number of deaths and the rate of increase over time in the places the virus has hit hardest so far.,The Upshot,The New York Times,https://www.nytimes.com/interactive/2020/03/21/upshot/coronavirus-deaths-by-country.html,0
86,"The ministers were unable to reach an agreement on issuing joint bonds, known as “corona-bonds.” Critics say their €540 billion loan package does too little for Spain and Italy.",2020-04-09,E.U. Officials Agree to Deal to Soften Coronavirus’s Economic Blow,nyt://article/a7774dc7-4d5b-5bea-bba5-0fbe123153b9,This briefing has ended. Follow our live global coverage on the coronavirus epidemic.,World,The New York Times,https://www.nytimes.com/2020/04/09/world/coronavirus-news-international.html,5252
34,"Doctors, novelists and other writers are exploring, as quickly as they can, the pandemic’s impact on a country that was among its earliest victims.",2020-04-09,"In Italy, Coronavirus Books Rush to Publication",nyt://article/8d522859-6069-524c-bfa6-43d7063592ac,"MILAN — On Feb. 29, Paolo Giordano went to a dinner party in Rome. He didn’t shake hands or kiss anyone’s cheek, a serious breach in Italian etiquette.",Books,The New York Times,https://www.nytimes.com/2020/04/09/books/italy-coronavirus-paolo-giordano-roberto-burioni.html,842
80,"Taking an experimental drug can be worse than taking nothing at all, warns Dr. Andre Kalil: “You are treating emotion.”",2020-04-09,At the Center of a Storm: The Search for a Proven Coronavirus Treatment,nyt://article/2131fed1-1a31-5bad-8a3c-4248b50a2bca,"OMAHA — Beginning every morning at 5:30, Dr. Andre Kalil makes himself a double espresso, runs 10 kilometers, makes additional double espressos for himself and his wife, and heads to his office at the University of Nebraska Medical Center.",Health,The New York Times,https://www.nytimes.com/2020/04/09/health/coronavirus-remdesivir-kalil.html,1370
85,"Migrant workers have not only been victims of Covid-19, but spreaders, too, creating a new world of risk for a vulnerable population.",2020-04-10,Coronavirus Finds Fuel in a World of Migrants,nyt://article/afeee3fb-9897-528a-a7c3-8651e3d12b2b,"BANGKOK — His whole family back in Myanmar depended on him. But Ko Zaw Win Tun, one of an estimated four million migrant workers in Thailand, lost his job at a Bangkok toy store when the city went into a coronavirus lockdown.",World,The New York Times,https://www.nytimes.com/2020/04/10/world/asia/coronavirus-migrants.html,1169
37,"The death came as Navy officials continued to struggle to combat the infection that has crippled the nuclear-powered Theodore Roosevelt, now docked in Guam.",2020-04-13,"Sailor on Roosevelt, Whose Captain Pleaded for Help, Dies From Coronavirus",nyt://article/e64cf758-4b4c-5a3c-a040-5e9516867590,"WASHINGTON — A crew member from the aircraft carrier Theodore Roosevelt who had the novel coronavirus died on Monday, in a poignant punctuation to the plea from the ship’s captain two weeks ago for help from the Navy because “sailors don’t need to die.”",U.S.,The New York Times,https://www.nytimes.com/2020/04/13/us/politics/roosevelt-sailor-dies-coronavirus.html,841
87,"The Spanish soccer club pared back team activities well before authorities in Spain banned mass gatherings, and faced much criticism for it.",2020-04-14,"Valencia Took Swift Action on Coronavirus, Then Took a Lot of Heat",nyt://article/f2339923-bf61-54a2-a5a7-39e6230465f1,"LONDON — Anil Murthy had already been facing a barrage of criticism. But as a former diplomat for Singapore, Murthy, the president of Valencia, a top soccer team in Spain, was ready for most of the barbs directed his way for imposing restrictions on access to the club’s players.",Sports,The New York Times,https://www.nytimes.com/2020/04/14/sports/soccer/coronavirus-soccer-valencia.html,1155
39,"New York deaths spike as the state releases a revised count, and California explores steps toward reopening. Trump announces his “opening the country” council.",2020-04-14,Coronavirus Updates: Trump Halts U.S. Funding of World Health Organization,nyt://article/84b5cc0f-6f7d-5db3-b8a8-e2de3b9411d5,This briefing has ended. Follow our latest coverage of the coronavirus epidemic.,U.S.,The New York Times,https://www.nytimes.com/2020/04/14/us/coronavirus-updates.html,6437
27,The Miami police chief promised an investigation after a video showed Dr. Armen Henderson being handcuffed outside his home on Friday.,2020-04-14,Police Handcuff Black Doctor Who Tests Homeless for Coronavirus,nyt://article/cb70fb75-ccb2-51a8-8b88-6ec838233771,MIAMI — The soundless video shows a man wearing a protective mask picking up bags and boxes outside a white van when a Miami police officer pulls up.,U.S.,The New York Times,https://www.nytimes.com/2020/04/14/us/armen-henderson-arrested-homeless-coronavirus-testing.html,740
84,A network of health centers formed by the Soviet Union in the 1920s is providing expertise in quarantines and epidemic response for Covid-19.,2020-04-15,How Bubonic Plague Has Helped Russia Fight the Coronavirus,nyt://article/c0b65c21-2e87-5480-afce-823f00f16140,"MOSCOW — In a remote alpine meadow in Kyrgyzstan a few years ago, a teenage boy killed and skinned a marmot. Five days later, his parents carried the sweating, delirious boy to a village hospital where he died of bubonic plague.",World,The New York Times,https://www.nytimes.com/2020/04/15/world/europe/coronavirus-plague-russia-soviet-union.html,947
26,"As bleak a milestone in the pandemic as the new figures are, unconfirmed cases are believed to be far higher. More than 130,000 people have died from Covid-19.",2020-04-15,Worldwide Confirmed Coronavirus Cases Top 2 Million,nyt://article/c3ae38cc-a7a7-5768-b0b4-d3d610d88e1c,"The coronavirus pandemic passed 2 million confirmed infections and 130,000 deaths worldwide on Wednesday — bleak markers that experts say vastly understate the true spread and toll of the contagion because of a lack of testing.",World,The New York Times,https://www.nytimes.com/2020/04/15/world/coronavirus-cases-world.html,6052
29,Once-fringe ideas in economic theory are now nearly official policy as government borrowing surges and the Federal Reserve signals it could buy unlimited debt.,2020-04-15,How the Government Pulls Coronavirus Relief Money Out of Thin Air,nyt://article/0d8d33dd-aec2-597f-ac85-8f7b6a55ad9c,The United States has responded to the economic havoc wrought by the coronavirus with the biggest relief package in its history: $2 trillion. It essentially replaces a few months of American economic activity with a flood of government money — every penny of it borrowed.,Business Day,The New York Times,https://www.nytimes.com/2020/04/15/business/coronavirus-stimulus-money.html,1266
35,A New York City doctor on sending her children away while she treats patients in the U.S. epicenter of the pandemic.,2020-04-15,Fighting Coronavirus Means I Haven’t Seen My Kids for a Month,nyt://article/998ae451-c7b0-5770-9ce0-ad6ea4a3f5a7,"It’s been four weeks since I’ve seen my kids, and I’m starting to miss them.",Parenting,The New York Times,https://www.nytimes.com/2020/04/15/parenting/coronavirus-doctor-family.html,1057
88,"Facing a global scramble for materials, British officials bought millions of unproven kits from China in a gamble that became an embarrassment.",2020-04-16,U.K. Paid $20 Million for New Coronavirus Tests. They Didn’t Work.,nyt://article/ea4cd39e-5df8-5d6a-ad76-5353f228c1c4,"LONDON — The two Chinese companies were offering a risky proposition: two million home test kits said to detect antibodies for the coronavirus for at least $20 million, take it or leave it.",World,The New York Times,https://www.nytimes.com/2020/04/16/world/europe/coronavirus-antibody-test-uk.html,1655
23,"Singapore reported a sharp increase in new infections, many of them among migrant laborers. At a long-term care home in Montreal, two nurses, 150 beds and 31 deaths.",2020-04-16,"Britain’s Coronavirus Lockdown Is Extended, and Putin Postpones Military Parade",nyt://article/1506e5b1-aabd-5d8b-a355-c6011662ad45,Read the latest developments in the coronavirus outbreak here.,World,The New York Times,https://www.nytimes.com/2020/04/16/world/coronavirus-news-updates.html,5865
22,"No country is really sure how many people it has lost to the pandemic. But in Spain, it has become bitterly political.",2020-04-16,Counting Bodies and Pointing Fingers as Spain Tallies Coronavirus Dead,nyt://article/e25883be-bdfb-519c-bb2f-a789b0bbe51a,MADRID — Spain is recounting its dead.,World,The New York Times,https://www.nytimes.com/2020/04/16/world/europe/coronoavirus-spain-death-toll.html,1210
21,The billionaire philanthropist is directing $37 million of the funds to programs to help at-risk populations in New York City.,2020-04-16,George Soros’s Foundation Pledges $130 Million in Coronavirus Relief,nyt://article/234d4d00-d182-5d42-b57b-e0281d27e9b1,"George Soros, the billionaire philanthropist and liberal financier, is directing more than $130 million through his foundation to combat the effects of the coronavirus, with $37 million aimed to help at-risk populations in New York City, including undocumented families and low-wage workers.",New York,The New York Times,https://www.nytimes.com/2020/04/16/nyregion/george-soros-foundation-coronavirus.html,640
33,"Nearly 150,000 people with the virus have died. A dispute over coronavirus measures in Sudan’s capital has prompted fears that the military would use a lockdown to seize power.",2020-04-17,W.H.O. Failed to Tell Syrian Kurds of Their First Coronavirus Death: Live Coverage,nyt://article/3963ca82-f35b-538b-a6c9-bcb603abc249,新冠病毒疫情最新消息,World,The New York Times,https://www.nytimes.com/2020/04/17/world/coronavirus-news-updates.html,6193
36,Iran lifts Tehran’s lockdown. Hong Kong arrests pro-democracy figures even as it fights the virus.,2020-04-18,Germany Starts Broad Antibody Testing to Assess Spread of Coronavirus; Israel Relaxes Restrictions,nyt://article/d85c70f0-775a-5640-b9c8-62d73bc5ba25,,World,The New York Times,https://www.nytimes.com/2020/04/18/world/coronavirus-cases-tracker.html,5240
82,Fallout from the agency’s failed rollout of national coronavirus kits two months ago continues to haunt U.S. efforts to combat the spread of the highly infectious virus.,2020-04-18,"C.D.C. Labs Were Contaminated, Delaying Coronavirus Testing, Officials Say",nyt://article/7f1f09c4-cd42-5ceb-9da7-dcead547a6ac,"Sloppy laboratory practices at the Centers for Disease Control and Prevention caused contamination that rendered the nation’s first coronavirus tests ineffective, federal officials confirmed on Saturday.",Health,The New York Times,https://www.nytimes.com/2020/04/18/health/cdc-coronavirus-lab-contamination-testing.html,849
89,"The strictest lockdown measures in Europe have left countless children bored, exhausted and sometimes depressed.",2020-04-18,"In Spain, a Call to ‘Free Our Children’ From Coronavirus Confinement",nyt://article/af9eb11f-7b07-56a7-a7f0-c085deb0cd24,"BARCELONA, Spain — For five weeks, Lia Aparicio Cenador hasn’t been outside once.",World,The New York Times,https://www.nytimes.com/2020/04/18/world/europe/spain-children-lockdown-coronavirus.html,1337
31,Buckingham Palace said the queen had also instructed that flags not be flown in her honor unless it was done while observing social distancing.,2020-04-18,Coronavirus Halts Another U.K. Ritual: Birthday Gun Salute for Queen,nyt://article/54644b06-5519-5d17-8fb2-52349d7104d7,"LONDON — When Queen Elizabeth II turns 94 on Tuesday, for the first time in her nearly seven-decade reign her birthday will not be marked by a gun salute — another longstanding ritual lost to the grim siege of the coronavirus.",World,The New York Times,https://www.nytimes.com/2020/04/18/world/europe/queen-elizabeth-birthday-coronavirus.html,594
20,The pandemic has reached Afghanistan’s presidential palace. Volunteers are stoking divisions as they tighten India’s lockdown.,2020-04-19,Chile to Issue Coronavirus ‘Immunity Cards’ to Those Who Recover,nyt://article/df1a5613-63c5-57ec-b1c7-5ef34c7e75bc,"Volunteer virus patrol squads are popping up across India. Neighborhoods are imposing extra rules and sealing themselves off. In rural areas, some carry sticks, sickles and pockets full of nails for puncturing the tires of cars they deem suspicious.",World,The New York Times,https://www.nytimes.com/2020/04/19/world/coronavirus-news.html,5502
30,Volunteers set up their own roadblocks. Neighborhoods set their own limits. The efforts could help the fractious country battle the outbreak but risk also stoking divisions and xenophobia.,2020-04-19,"Powered by Fear, Indians Embrace Coronavirus Lockdown",nyt://article/00ce5b8f-2167-5613-88f3-ef6b5b9cf3ac,"BHOND, India — On the long, straight road into the farming village of Bhond, past fields of tomatoes, eggplant and rust-colored wheat, stood a police barricade, an incongruous sight for a settlement so small and remote.",World,The New York Times,https://www.nytimes.com/2020/04/19/world/asia/india-coronavirus-lockdown.html,1305
28,An acclaimed young ensemble was making a fragile but sustainable living. Then the bottom dropped out.,2020-04-19,A String Quartet Is Crushed by the Coronavirus,nyt://article/5c78bf84-f12b-500b-9b95-dd99c0eea71a,"Since its formation in 2008, the Tesla Quartet has been showered with critical accolades, released two recordings, hired a manager and lined up a full schedule at major concert halls around the world.",Arts,The New York Times,https://www.nytimes.com/2020/04/19/arts/music/string-quartet-coronavirus.html,1294
32,"Lady Gaga, the Rolling Stones, Billie Eilish and more took over the major networks for a Global Citizen event celebrating essential workers and supporting the World Health Organization.",2020-04-19,Pop Music Faces the Coronavirus in Prime Time,nyt://article/516d99fd-1fff-55df-a392-54a1e266f9f1,"Songs called for inspiration, empathy and perseverance on “One World: Together at Home,” the prime-time special produced by Global Citizen that was broadcast Saturday night on CBS, NBC and ABC and online. Stephen Colbert, Jimmy Fallon and Jimmy Kimmel, late-night representatives from each network, were the hosts, toggling awkwardly between deadpan comedy and earnestness. Lady Gaga helped select the musical lineup, which included Billie Eilish, Lizzo, Taylor Swift, Stevie Wonder, Paul McCartney, Camila Cabello and Shawn Mendes, the Rolling Stones, Elton John and more — many more, since there was also a six-hour webcast before the televised broadcast.",Arts,The New York Times,https://www.nytimes.com/2020/04/19/arts/music/lady-gaga-coronavirus-concert-one-world.html,854
81,"Unemployment has skyrocketed, but so has the size of the city’s volunteer pool and the number of people fostering animals. One month into the shutdown, the city is as complex as it ever was.",2020-04-20,11 Numbers That Show How the Coronavirus Has Changed N.Y.C.,nyt://article/02d0e83c-29d4-5c8c-ab16-e65079eb2f89,New York City has never looked so unlike itself. Deserted streets and vacant stores. Essential workers taking to lonely subways. Mandatory face coverings.,New York,The New York Times,https://www.nytimes.com/2020/04/20/nyregion/coronavirus-nyc-numbers-unemployment.html,1277
83,"Istanbul recorded 2,100 more deaths over recent years between March and April, The Times found, suggesting a hidden toll.",2020-04-20,Istanbul Death Toll Hints Turkey Is Hiding a Wider Coronavirus Calamity,nyt://article/77b3a866-3538-5713-a272-11d5447eacca,"ISTANBUL — For weeks President Recep Tayyip Erdogan has presented Turkey’s performance in handling the coronavirus as one of the world’s most successful, as he maintained strict control over information about the outbreak.",World,The New York Times,https://www.nytimes.com/2020/04/20/world/middleeast/coronavirus-turkey-deaths.html,1491
24,"Singapore, an early success story, is having a surge in cases, while European countries start to ease restrictions. Oil prices nosedived as a worldwide surplus grew.",2020-04-20,Coronavirus Death Toll Soars in Turkey; W.H.O. Warns of Vaccine Roadblock,nyt://article/2415afa7-c111-535a-88f7-6789155b01eb,,World,The New York Times,https://www.nytimes.com/2020/04/20/world/coronavirus-cases-news.html,5993
25,A 60-day pause in immigration will not apply to guest workers. The Senate passed a $484 billion aid package.,2020-04-21,California Announces Early Coronavirus Deaths; Trump Narrows Immigration Ban,nyt://article/a761c29d-c40e-5573-8dee-d74fc68a78a6,This briefing has ended. Read the latest developments in the coronavirus pandemic here.,U.S.,The New York Times,https://www.nytimes.com/2020/04/21/us/coronavirus-live-news-updates.html,5473
38,"In southern Italy, the pandemic is choking an already fragile economy. Protests erupt in Lebanon.",2020-04-21,Coronavirus World Updates: U.N. Warns World Hunger Could Double as Global Economy Crashes,nyt://article/10a2c7cc-4f37-58b2-ad3d-b3186f57ca08,"In Italy, the pandemic hit the wealthy north first and hardest, but the poorer south is also suffering deeply, amid fears that things there could get much worse.",World,The New York Times,https://www.nytimes.com/2020/04/21/world/coronavirus-cases-global.html,5685
