Datetime,senti,weightedSenti,rolling_sum,rolling_sum_weighted
2020-01-21 00:00:00+00:00,0.4516129032258064,0.6627009835679368,0.4423963133640553,0.653455825314297
2020-01-22 00:00:00+00:00,0.4516129032258064,0.627530086184895,0.41935483870967744,0.6148362321535039
2020-01-23 00:00:00+00:00,0.32258064516129037,0.6314663211418026,0.33333333333333326,0.6214715706198752
2020-01-24 00:00:00+00:00,0.25806451612903225,0.6053654514400142,0.27956989247311836,0.5963213939980638
2020-01-25 00:00:00+00:00,0.35483870967741926,0.5605061153974518,0.34408602150537637,0.5517812838578563
2020-01-26 00:00:00+00:00,0.032258064516129004,0.5909849421834815,0.03225806451612889,0.5808709923517306
2020-01-27 00:00:00+00:00,0.6774193548387095,0.6655181891355989,0.6559139784946237,0.6545136328958925
2020-01-28 00:00:00+00:00,0.06451612903225812,0.6304356361780238,0.09677419354838701,0.6207503381778783
2020-01-29 00:00:00+00:00,0.7096774193548386,0.1737342207040069,0.6881720430107527,0.17277203284973358
2020-01-30 00:00:00+00:00,0.3870967741935484,0.6527376955847419,0.3763440860215054,0.6418071200066674
2020-01-31 00:00:00+00:00,0.5161290322580645,0.6755600054969865,0.5483870967741935,0.6649923389087272
2020-02-01 00:00:00+00:00,0.29032258064516125,0.6447278010090897,0.29032258064516137,0.6344569600533391
2020-02-02 00:00:00+00:00,0.6129032258064515,0.5998488328719791,0.5913978494623657,0.5901123840418507
2020-02-03 00:00:00+00:00,0.5161290322580645,0.6740188860749553,0.5268817204301075,0.6626876005718572
2020-02-04 00:00:00+00:00,0.4193548387096774,0.6373853976480751,0.43010752688172044,0.6276805805760884
2020-02-05 00:00:00+00:00,0.4193548387096774,0.6287080118577851,0.3978494623655915,0.6186828051774873
2020-02-06 00:00:00+00:00,0.19354838709677424,0.6542984471013212,0.21505376344086014,0.643974022810178
2020-02-07 00:00:00+00:00,0.4516129032258064,0.6756777980642754,0.4516129032258065,0.6639826134899316
2020-02-08 00:00:00+00:00,0.0,0.5474115083338241,0.0,0.5535763512690486
2020-02-09 00:00:00+00:00,0.4516129032258064,0.8890982978974027,0.4408602150537635,0.8590904136989287
2020-02-10 00:00:00+00:00,0.25806451612903225,0.5938708600820621,0.26881720430107525,0.5849836200098728
2020-02-11 00:00:00+00:00,0.5483870967741935,0.6842766554763727,0.5376344086021505,0.6727335671194937
2020-02-12 00:00:00+00:00,0.4193548387096774,0.5618803620158235,0.4086021505376344,0.5530378310456908
2020-02-13 00:00:00+00:00,0.16129032258064513,0.6239079647407582,0.18279569892473113,0.6149227800465435
2020-02-14 00:00:00+00:00,0.3870967741935484,0.6132771855429255,0.3655913978494624,0.6019726508657994
2020-02-15 00:00:00+00:00,0.6129032258064515,0.6514812415336593,0.6129032258064516,0.6420795855958662
2020-02-16 00:00:00+00:00,0.25806451612903225,0.647456662151285,0.25806451612903225,0.6362648493746114
2020-02-17 00:00:00+00:00,0.22580645161290325,0.6103912676443449,0.22580645161290325,0.6004179942686062
2020-02-18 00:00:00+00:00,0.32258064516129037,0.5698804405442016,0.34408602150537637,0.5614297711930146
2020-02-19 00:00:00+00:00,0.35483870967741926,0.6092427901132772,0.3548387096774194,0.5993601866870107
2020-02-20 00:00:00+00:00,0.5161290322580645,0.6692679191942988,0.4946236559139785,0.658094151285717
2020-02-21 00:00:00+00:00,0.25806451612903225,0.6564383454070715,0.25806451612903225,0.6461890077764885
2020-02-22 00:00:00+00:00,0.032258064516129004,0.5714117439189588,0.053763440860215006,0.5626254143079694
2020-02-23 00:00:00+00:00,0.4516129032258064,0.608987572884151,0.43010752688172044,0.6013315553618022
2020-02-24 00:00:00+00:00,0.4516129032258064,0.7261519131476137,0.4731182795698925,0.7117698723578851
2020-02-25 00:00:00+00:00,0.7419354838709676,0.5564128236841589,0.7311827956989247,0.5472968208073956
2020-02-26 00:00:00+00:00,0.9032258064516128,0.6540628619667432,0.89247311827957,0.64583961072681
2020-02-27 00:00:00+00:00,0.4516129032258064,0.8340891689734378,0.4731182795698925,0.8177301372585474
2020-02-28 00:00:00+00:00,0.48387096774193544,0.593262265151069,0.4838709677419355,0.6142752735875063
2020-02-29 00:00:00+00:00,0.29032258064516125,0.6030390482360563,0.29032258064516137,0.5643499612137219
2020-03-01 00:00:00+00:00,0.4193548387096774,0.5855664840881873,0.4086021505376344,0.5752998724219947
2020-03-02 00:00:00+00:00,0.5161290322580645,0.681263128963229,0.5161290322580645,0.6699415961995858
2020-03-03 00:00:00+00:00,0.32258064516129037,0.5889530203977462,0.33333333333333326,0.5804190200214125
2020-03-04 00:00:00+00:00,0.4516129032258064,0.6012230794903508,0.4408602150537635,0.5909105479443273
2020-03-05 00:00:00+00:00,0.5806451612903225,0.0,0.5591397849462365,0.0
2020-03-06 00:00:00+00:00,0.48387096774193544,0.5780081276871429,0.4838709677419355,0.5708538751017739
2020-03-07 00:00:00+00:00,0.5806451612903225,0.561114710328445,0.5913978494623657,0.5533679952302494
2020-03-08 00:00:00+00:00,0.8064516129032256,0.7135284763531421,0.8279569892473119,0.7022335767359263
2020-03-09 00:00:00+00:00,0.5161290322580645,0.46480947052241006,0.5161290322580645,0.45737355993922413
2020-03-10 00:00:00+00:00,0.4193548387096774,0.647466478198559,0.3978494623655915,0.6362167672118115
2020-03-11 00:00:00+00:00,0.25806451612903225,0.554439798182068,0.27956989247311836,0.5466973965111582
2020-03-12 00:00:00+00:00,0.5806451612903225,0.9271354810844769,0.5698924731182796,0.9107979715738254
2020-03-13 00:00:00+00:00,0.5806451612903225,1.0,0.5698924731182796,1.0
2020-03-14 00:00:00+00:00,0.7419354838709676,0.63444058346585,0.7526881720430108,0.6069764012744978
2020-03-15 00:00:00+00:00,0.5483870967741935,0.4498596305239806,0.5483870967741935,0.4428431303411269
2020-03-16 00:00:00+00:00,0.5806451612903225,0.6712213126018415,0.5806451612903226,0.6604565882179468
2020-03-17 00:00:00+00:00,0.8387096774193548,0.6898227221862301,0.8387096774193549,0.6789650154183469
2020-03-18 00:00:00+00:00,0.4516129032258064,0.5621355792449496,0.4623655913978495,0.552752543546412
2020-03-19 00:00:00+00:00,0.8709677419354838,0.6936411645758486,0.8387096774193549,0.681029342941218
2020-03-20 00:00:00+00:00,0.9354838709677418,0.6414099770304493,0.956989247311828,0.6325336735413474
2020-03-21 00:00:00+00:00,0.6451612903225805,0.6251938669336632,0.6344086021505377,0.6144676022387054
2020-03-22 00:00:00+00:00,0.5483870967741935,0.5627539902232169,0.5591397849462365,0.5540475564644864
2020-03-23 00:00:00+00:00,0.4193548387096774,0.6657832224119992,0.41935483870967744,0.6552220434278094
2020-03-24 00:00:00+00:00,0.6129032258064515,0.6892043112079628,0.6236559139784947,0.6778783585390715
2020-03-25 00:00:00+00:00,0.7096774193548386,0.6905294775899641,0.7096774193548387,0.679404165838585
2020-03-26 00:00:00+00:00,0.8064516129032256,0.6090170210259732,0.8064516129032259,0.5992255566311713
2020-03-27 00:00:00+00:00,0.6451612903225805,0.6469462276930326,0.6451612903225807,0.6365116711436503
2020-03-28 00:00:00+00:00,0.7096774193548386,0.6522665253155859,0.6774193548387097,0.6359795618753326
2020-03-29 00:00:00+00:00,0.6774193548387095,0.38688968726073386,0.6774193548387097,0.3858433290807331
2020-03-30 00:00:00+00:00,0.8387096774193548,0.8658146337632762,0.849462365591398,0.8526954860465563
2020-03-31 00:00:00+00:00,0.5806451612903225,0.6203251074857177,0.5806451612903226,0.6099799337107249
2020-04-01 00:00:00+00:00,0.48387096774193544,0.64922355066062,0.5053763440860215,0.6406275042793125
2020-04-02 00:00:00+00:00,0.6774193548387095,0.6537389324066984,0.6774193548387097,0.6464518569331273
2020-04-03 00:00:00+00:00,0.35483870967741926,0.6751771796532972,0.3548387096774194,0.6592064519851522
2020-04-04 00:00:00+00:00,0.6774193548387095,0.6778373284645739,0.6774193548387097,0.666441214747761
2020-04-05 00:00:00+00:00,0.5806451612903225,0.6450713626636826,0.5698924731182796,0.6346332613169383
2020-04-06 00:00:00+00:00,0.6774193548387095,0.6871920215167756,0.6666666666666667,0.6753235929556426
2020-04-07 00:00:00+00:00,0.5161290322580645,0.547627461373854,0.5268817204301075,0.5428892892174146
2020-04-08 00:00:00+00:00,0.9354838709677418,0.638082337004535,0.924731182795699,0.6244302263708225
2020-04-09 00:00:00+00:00,0.6451612903225805,0.6952706284233465,0.6666666666666667,0.6841386561356045
2020-04-10 00:00:00+00:00,0.9354838709677418,0.6731943381039323,0.903225806451613,0.6617772449561811
2020-04-11 00:00:00+00:00,0.7096774193548386,0.6813907375777921,0.7311827956989247,0.6703967740074238
2020-04-12 00:00:00+00:00,0.7419354838709676,0.6445314800636079,0.7419354838709677,0.6327420295801465
2020-04-13 00:00:00+00:00,0.7741935483870966,0.6840116221999725,0.7634408602150539,0.674057429335248
2020-04-14 00:00:00+00:00,0.6774193548387095,0.6736949565149105,0.6774193548387097,0.6623157651795387
2020-04-15 00:00:00+00:00,0.48387096774193544,0.643706932092585,0.5053763440860215,0.6350307405294167
2020-04-16 00:00:00+00:00,0.7741935483870966,0.6679034886232011,0.7741935483870969,0.6625177102632979
2020-04-17 00:00:00+00:00,0.25806451612903225,0.6059642303237333,0.24731182795698925,0.5901380278620105
2020-04-18 00:00:00+00:00,0.5806451612903225,0.6504898207589768,0.5591397849462365,0.6393132584961181
2020-04-19 00:00:00+00:00,0.6774193548387095,0.6883797632369397,0.6881720430107527,0.6771058384567549
2020-04-20 00:00:00+00:00,0.6451612903225805,0.6574788464181244,0.6559139784946237,0.6468365142355257
2020-04-21 00:00:00+00:00,0.8064516129032256,0.6853367885819738,0.7849462365591399,0.6723809645922952
2020-04-22 00:00:00+00:00,0.7096774193548386,0.6558199344288042,0.7419354838709677,0.6472788701332838
2020-04-23 00:00:00+00:00,0.48387096774193544,0.6005948524648095,0.4731182795698925,0.5908047671861677
2020-04-24 00:00:00+00:00,0.9999999999999999,0.7109763040618804,1.0,0.6991050306764198
2020-04-25 00:00:00+00:00,0.7419354838709676,0.4629346054930601,0.7311827956989247,0.4560945744087496
2020-04-26 00:00:00+00:00,0.4516129032258064,0.6488701729587529,0.4731182795698925,0.6387651218402005
2020-04-27 00:00:00+00:00,0.5483870967741935,0.6130219683137994,0.5376344086021505,0.6007641858407646
2020-04-28 00:00:00+00:00,0.7096774193548386,0.5659343895400201,0.7204301075268817,0.5593718546251835
2020-04-29 00:00:00+00:00,0.7096774193548386,0.6592457349274594,0.6881720430107527,0.6479424039799209
2020-04-30 00:00:00+00:00,0.9032258064516128,0.6360504152187997,0.924731182795699,0.6382426290044427
2020-05-01 00:00:00+00:00,0.7741935483870966,0.63561850913874,0.7741935483870969,0.6134514658648699
2020-05-02 00:00:00+00:00,0.6129032258064515,0.47599976441486547,0.5913978494623657,0.4685831148266157
2020-05-03 00:00:00+00:00,0.6129032258064515,0.464456092820543,0.6021505376344086,0.4562644647173089
